date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:23:35	26900/26900	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20May%202018%2013:53:34%20GMT	https://ptchr.nl/wat-we-doen/	E:/Aravind/Pitcher/pitcher/ptchr.nl/wat-we-doen/index.html	(from https://ptchr.nl/)
19:23:35	21886/21886	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20May%202018%2013:53:34%20GMT	https://ptchr.nl/leer-ons-kennen/	E:/Aravind/Pitcher/pitcher/ptchr.nl/leer-ons-kennen/index.html	(from https://ptchr.nl/)
19:23:36	42745/42745	---M--	200	added ('OK')	image/png	etag:%22a6f9-56811eb0cbc74%22	https://ptchr.nl/wp-content/themes/theme-pitcher/assets/img/cases/amazing/corporate/amazing-header-component.png	E:/Aravind/Pitcher/pitcher/ptchr.nl/wp-content/themes/theme-pitcher/assets/img/cases/amazing/corporate/amazing-header-component.png	(from https://ptchr.nl/)
19:23:36	1691281/1691281	---M--	200	added ('OK')	image/jpeg	etag:%2219ce91-56811eb0cc444%22	https://ptchr.nl/wp-content/themes/theme-pitcher/assets/img/cases/amazing/corporate/amazing-header.jpg	E:/Aravind/Pitcher/pitcher/ptchr.nl/wp-content/themes/theme-pitcher/assets/img/cases/amazing/corporate/amazing-header.jpg	(from https://ptchr.nl/)
19:23:36	18440/18440	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20May%202018%2013:53:35%20GMT	https://ptchr.nl/contact/	E:/Aravind/Pitcher/pitcher/ptchr.nl/contact/index.html	(from https://ptchr.nl/)
19:23:36	27507/27507	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20May%202018%2013:53:35%20GMT	https://ptchr.nl/ons-werk/mailcampaigns/	E:/Aravind/Pitcher/pitcher/ptchr.nl/ons-werk/mailcampaigns/index.html	(from https://ptchr.nl/)
19:23:36	34745/34745	---M--	200	added ('OK')	image/png	etag:%2287b9-56811eb0d9734%22	https://ptchr.nl/wp-content/themes/theme-pitcher/assets/img/cases/mobillie/mobillie_iphone-left.png	E:/Aravind/Pitcher/pitcher/ptchr.nl/wp-content/themes/theme-pitcher/assets/img/cases/mobillie/mobillie_iphone-left.png	(from https://ptchr.nl/)
19:23:37	31043/31043	---M--	200	added ('OK')	image/png	etag:%227943-56811eb0d9734%22	https://ptchr.nl/wp-content/themes/theme-pitcher/assets/img/cases/mobillie/mobillie_iphone-right.png	E:/Aravind/Pitcher/pitcher/ptchr.nl/wp-content/themes/theme-pitcher/assets/img/cases/mobillie/mobillie_iphone-right.png	(from https://ptchr.nl/)
19:23:37	80040/80040	---M--	200	added ('OK')	image/png	etag:%22138a8-56811eb0d9734%22	https://ptchr.nl/wp-content/themes/theme-pitcher/assets/img/cases/mobillie/mobillie_header-component.png	E:/Aravind/Pitcher/pitcher/ptchr.nl/wp-content/themes/theme-pitcher/assets/img/cases/mobillie/mobillie_header-component.png	(from https://ptchr.nl/)
19:23:37	1398/1398	---M--	200	added ('OK')	application/javascript	etag:%22576-567c0fa48a580%22	https://ptchr.nl/wp-includes/js/wp-embed.min.js?ver=4.9.4	E:/Aravind/Pitcher/pitcher/ptchr.nl/wp-includes/js/wp-embed.mincbf4.js	(from https://ptchr.nl/)
19:23:37	847/847	---M--	200	added ('OK')	image/gif	etag:%2234f-567c0fa48a580%22	https://ptchr.nl/wp-content/plugins/contact-form-7/images/ajax-loader.gif	E:/Aravind/Pitcher/pitcher/ptchr.nl/wp-content/plugins/contact-form-7/images/ajax-loader.gif	(from https://ptchr.nl/)
19:23:37	30716/30716	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20May%202018%2013:53:37%20GMT	https://ptchr.nl/ons-werk/amazing-oriental/	E:/Aravind/Pitcher/pitcher/ptchr.nl/ons-werk/amazing-oriental/index.html	(from https://ptchr.nl/)
19:23:37	10056/10056	---M--	200	added ('OK')	application/javascript	etag:%222748-567c0fa48a580%22	https://ptchr.nl/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	E:/Aravind/Pitcher/pitcher/ptchr.nl/wp-includes/js/jquery/jquery-migrate.min330a.js	(from https://ptchr.nl/)
19:23:38	97184/97184	---M--	200	added ('OK')	application/javascript	etag:%2217ba0-567c0fa48a580%22	https://ptchr.nl/wp-includes/js/jquery/jquery.js?ver=1.12.4	E:/Aravind/Pitcher/pitcher/ptchr.nl/wp-includes/js/jquery/jqueryb8ff.js	(from https://ptchr.nl/)
19:23:38	59446/59446	---M--	200	added ('OK')	application/javascript	etag:%22e836-56811eb0f25a4%22	https://ptchr.nl/wp-content/themes/theme-pitcher/assets/js/main.js?ver=1.0	E:/Aravind/Pitcher/pitcher/ptchr.nl/wp-content/themes/theme-pitcher/assets/js/main5152.js	(from https://ptchr.nl/)
19:23:38	391848/391848	---M--	200	added ('OK')	application/javascript	etag:%225faa8-56811eb0f25a4%22	https://ptchr.nl/wp-content/themes/theme-pitcher/assets/js/library.js?ver=1.0	E:/Aravind/Pitcher/pitcher/ptchr.nl/wp-content/themes/theme-pitcher/assets/js/library5152.js	(from https://ptchr.nl/)
19:23:38	3121/3121	---M--	200	added ('OK')	application/javascript	etag:%22c31-56811eb0f21bc%22	https://ptchr.nl/wp-content/themes/theme-pitcher/assets/js/jquery.cookie.js?ver=1.0	E:/Aravind/Pitcher/pitcher/ptchr.nl/wp-content/themes/theme-pitcher/assets/js/jquery.cookie5152.js	(from https://ptchr.nl/)
19:23:38	96610/96610	---M--	200	added ('OK')	application/javascript	etag:%2217962-56811eb0f586c%22	https://ptchr.nl/wp-content/themes/theme-pitcher/assets/js/parallax.js?ver=1.0	E:/Aravind/Pitcher/pitcher/ptchr.nl/wp-content/themes/theme-pitcher/assets/js/parallax5152.js	(from https://ptchr.nl/)
19:23:39	1683/1683	---M--	200	added ('OK')	text/css	etag:%22693-567c0fa48a580%22	https://ptchr.nl/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.0.1	E:/Aravind/Pitcher/pitcher/ptchr.nl/wp-content/plugins/contact-form-7/includes/css/styles972f.css	(from https://ptchr.nl/)
19:23:39	1671/1671	---M--	200	added ('OK')	text/css	etag:%22687-5692e84880603%22	https://ptchr.nl/wp-content/plugins/jquery-validation-for-contact-form-7/css/jvcf7_validate.css?ver=4.9.4	E:/Aravind/Pitcher/pitcher/ptchr.nl/wp-content/plugins/jquery-validation-for-contact-form-7/css/jvcf7_validatecbf4.css	(from https://ptchr.nl/)
19:23:39	25863/25863	---M--	200	added ('OK')	application/javascript	etag:%226507-5692e84881d73%22	https://ptchr.nl/wp-content/plugins/jquery-validation-for-contact-form-7/js/jquery.validate.min.js?ver=4.9.4	E:/Aravind/Pitcher/pitcher/ptchr.nl/wp-content/plugins/jquery-validation-for-contact-form-7/js/jquery.validate.mincbf4.js	(from https://ptchr.nl/)
19:23:39	15087/15087	---M--	200	added ('OK')	application/javascript	etag:%223aef-5692e8488198b%22	https://ptchr.nl/wp-content/plugins/jquery-validation-for-contact-form-7/js/jquery.jvcf7_validation.js?ver=4.9.4	E:/Aravind/Pitcher/pitcher/ptchr.nl/wp-content/plugins/jquery-validation-for-contact-form-7/js/jquery.jvcf7_validationcbf4.js	(from https://ptchr.nl/)
19:23:39	1319/1319	---M--	200	added ('OK')	application/javascript	etag:%22527-567e795efc1bc%22	https://ptchr.nl/wp-content/plugins/wpcf7-redirect/js/wpcf7-redirect-script.js	E:/Aravind/Pitcher/pitcher/ptchr.nl/wp-content/plugins/wpcf7-redirect/js/wpcf7-redirect-script.js	(from https://ptchr.nl/)
19:23:40	9727/9727	---M--	200	added ('OK')	image/png	etag:%2225ff-56971e14c4ad3%22	https://ptchr.nl/ribbons/awwwards_honorable_black_left.png	E:/Aravind/Pitcher/pitcher/ptchr.nl/ribbons/awwwards_honorable_black_left.png	(from https://ptchr.nl/awwwards.css)
19:23:40	9786/9786	---M--	200	added ('OK')	image/png	etag:%22263a-56971e14cf2cb%22	https://ptchr.nl/ribbons/awwwards_honorable_black_right.png	E:/Aravind/Pitcher/pitcher/ptchr.nl/ribbons/awwwards_honorable_black_right.png	(from https://ptchr.nl/awwwards.css)
19:23:40	11336/11336	---M--	200	added ('OK')	image/png	etag:%222c48-56971e14a81cb%22	https://ptchr.nl/ribbons/awwwards_honorable_silver_left.png	E:/Aravind/Pitcher/pitcher/ptchr.nl/ribbons/awwwards_honorable_silver_left.png	(from https://ptchr.nl/awwwards.css)
19:23:40	11237/11237	---M--	200	added ('OK')	image/png	etag:%222be5-56971e14cfa9b%22	https://ptchr.nl/ribbons/awwwards_honorable_silver_right.png	E:/Aravind/Pitcher/pitcher/ptchr.nl/ribbons/awwwards_honorable_silver_right.png	(from https://ptchr.nl/awwwards.css)
19:23:41	11926/11926	---M--	200	added ('OK')	image/png	etag:%222e96-56971e1501b64%22	https://ptchr.nl/ribbons/awwwards_honorable_white_left.png	E:/Aravind/Pitcher/pitcher/ptchr.nl/ribbons/awwwards_honorable_white_left.png	(from https://ptchr.nl/awwwards.css)
19:23:41	11990/11990	---M--	200	added ('OK')	image/png	etag:%222ed6-56971e14e8cf4%22	https://ptchr.nl/ribbons/awwwards_honorable_white_right.png	E:/Aravind/Pitcher/pitcher/ptchr.nl/ribbons/awwwards_honorable_white_right.png	(from https://ptchr.nl/awwwards.css)
19:23:41	13050/13050	---M--	200	added ('OK')	image/png	etag:%2232fa-56971e14e890c%22	https://ptchr.nl/ribbons/awwwards_honorable_green_left.png	E:/Aravind/Pitcher/pitcher/ptchr.nl/ribbons/awwwards_honorable_green_left.png	(from https://ptchr.nl/awwwards.css)
19:23:41	12742/12742	---M--	200	added ('OK')	image/png	etag:%2231c6-56971e14b8f53%22	https://ptchr.nl/ribbons/awwwards_honorable_green_right.png	E:/Aravind/Pitcher/pitcher/ptchr.nl/ribbons/awwwards_honorable_green_right.png	(from https://ptchr.nl/awwwards.css)
19:23:41	17152/17152	---M--	200	added ('OK')	image/png	etag:%224300-56971e14c2b93%22	https://ptchr.nl/ribbons/awwwards_honorable_black_left@2x.png	E:/Aravind/Pitcher/pitcher/ptchr.nl/ribbons/awwwards_honorable_black_left@2x.png	(from https://ptchr.nl/awwwards.css)
19:23:42	17207/17207	---M--	200	added ('OK')	image/png	etag:%224337-56971e14f542c%22	https://ptchr.nl/ribbons/awwwards_honorable_black_right@2x.png	E:/Aravind/Pitcher/pitcher/ptchr.nl/ribbons/awwwards_honorable_black_right@2x.png	(from https://ptchr.nl/awwwards.css)
19:23:42	19197/19197	---M--	200	added ('OK')	image/png	etag:%224afd-56971e14dd944%22	https://ptchr.nl/ribbons/awwwards_honorable_silver_left@2x.png	E:/Aravind/Pitcher/pitcher/ptchr.nl/ribbons/awwwards_honorable_silver_left@2x.png	(from https://ptchr.nl/awwwards.css)
19:23:42	18909/18909	---M--	200	added ('OK')	image/png	etag:%2249dd-56971e15036bc%22	https://ptchr.nl/ribbons/awwwards_honorable_silver_right@2x.png	E:/Aravind/Pitcher/pitcher/ptchr.nl/ribbons/awwwards_honorable_silver_right@2x.png	(from https://ptchr.nl/awwwards.css)
19:23:42	21433/21433	---M--	200	added ('OK')	image/png	etag:%2253b9-56971e14f6b9c%22	https://ptchr.nl/ribbons/awwwards_honorable_white_left@2x.png	E:/Aravind/Pitcher/pitcher/ptchr.nl/ribbons/awwwards_honorable_white_left@2x.png	(from https://ptchr.nl/awwwards.css)
19:23:43	22194/22194	---M--	200	added ('OK')	image/png	etag:%2256b2-56971e14b645b%22	https://ptchr.nl/ribbons/awwwards_honorable_white_right@2x.png	E:/Aravind/Pitcher/pitcher/ptchr.nl/ribbons/awwwards_honorable_white_right@2x.png	(from https://ptchr.nl/awwwards.css)
19:23:43	22100/22100	---M--	200	added ('OK')	image/png	etag:%225654-56971e14dc1d4%22	https://ptchr.nl/ribbons/awwwards_honorable_green_left@2x.png	E:/Aravind/Pitcher/pitcher/ptchr.nl/ribbons/awwwards_honorable_green_left@2x.png	(from https://ptchr.nl/awwwards.css)
19:23:43	21212/21212	---M--	200	added ('OK')	image/png	etag:%2252dc-56971e14ab87b%22	https://ptchr.nl/ribbons/awwwards_honorable_green_right@2x.png	E:/Aravind/Pitcher/pitcher/ptchr.nl/ribbons/awwwards_honorable_green_right@2x.png	(from https://ptchr.nl/awwwards.css)
19:23:44	15828/15828	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2015%20May%202018%2013:53:43%20GMT	https://ptchr.nl/wp-content/themes/theme-pitcher/assets/css/ajax-loader.gif	E:/Aravind/Pitcher/pitcher/ptchr.nl/wp-content/themes/theme-pitcher/assets/css/ajax-loader.gif	(from https://ptchr.nl/wp-content/themes/theme-pitcher/assets/css/app.css?ver=4.9.4)
19:23:45	15828/15828	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2015%20May%202018%2013:53:44%20GMT	https://ptchr.nl/wp-content/themes/theme-pitcher/assets/css/fonts/slick.eot	E:/Aravind/Pitcher/pitcher/ptchr.nl/wp-content/themes/theme-pitcher/assets/css/fonts/slick.eot	(from https://ptchr.nl/wp-content/themes/theme-pitcher/assets/css/app.css?ver=4.9.4)
19:23:45	15828/15828	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2015%20May%202018%2013:53:45%20GMT	https://ptchr.nl/wp-content/themes/theme-pitcher/assets/css/fonts/slick.eot?	E:/Aravind/Pitcher/pitcher/ptchr.nl/wp-content/themes/theme-pitcher/assets/css/fonts/slickd41d.eot	(from https://ptchr.nl/wp-content/themes/theme-pitcher/assets/css/app.css?ver=4.9.4)
19:23:46	15828/15828	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2015%20May%202018%2013:53:46%20GMT	https://ptchr.nl/wp-content/themes/theme-pitcher/assets/css/fonts/slick.woff	E:/Aravind/Pitcher/pitcher/ptchr.nl/wp-content/themes/theme-pitcher/assets/css/fonts/slick.woff	(from https://ptchr.nl/wp-content/themes/theme-pitcher/assets/css/app.css?ver=4.9.4)
19:23:47	15828/15828	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2015%20May%202018%2013:53:47%20GMT	https://ptchr.nl/wp-content/themes/theme-pitcher/assets/css/fonts/slick.ttf	E:/Aravind/Pitcher/pitcher/ptchr.nl/wp-content/themes/theme-pitcher/assets/css/fonts/slick.ttf	(from https://ptchr.nl/wp-content/themes/theme-pitcher/assets/css/app.css?ver=4.9.4)
19:23:48	15828/15828	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2015%20May%202018%2013:53:48%20GMT	https://ptchr.nl/wp-content/themes/theme-pitcher/assets/css/fonts/slick.svg	E:/Aravind/Pitcher/pitcher/ptchr.nl/wp-content/themes/theme-pitcher/assets/css/fonts/slick.svg	(from https://ptchr.nl/wp-content/themes/theme-pitcher/assets/css/app.css?ver=4.9.4)
19:23:48	3936/3936	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22f60-56811eb0c4b2b%22	https://ptchr.nl/wp-content/themes/theme-pitcher/assets/fonts/pitcher.eot	E:/Aravind/Pitcher/pitcher/ptchr.nl/wp-content/themes/theme-pitcher/assets/fonts/pitcher.eot	(from https://ptchr.nl/wp-content/themes/theme-pitcher/assets/css/app.css?ver=4.9.4)
19:23:48	2004/2004	---M--	200	added ('OK')	text/html	etag:%227d4-56811eb0c4f13%22	https://ptchr.nl/wp-content/themes/theme-pitcher/assets/fonts/pitcher.woff2	E:/Aravind/Pitcher/pitcher/ptchr.nl/wp-content/themes/theme-pitcher/assets/fonts/pitcher.html	(from https://ptchr.nl/wp-content/themes/theme-pitcher/assets/css/app.css?ver=4.9.4)
19:23:49	2532/2532	---M--	200	added ('OK')	application/x-font-woff	etag:%229e4-56811eb0c4f13%22	https://ptchr.nl/wp-content/themes/theme-pitcher/assets/fonts/pitcher.woff	E:/Aravind/Pitcher/pitcher/ptchr.nl/wp-content/themes/theme-pitcher/assets/fonts/pitcher.woff	(from https://ptchr.nl/wp-content/themes/theme-pitcher/assets/css/app.css?ver=4.9.4)
19:23:49	3772/3772	---M--	200	added ('OK')	application/x-font-ttf	etag:%22ebc-56811eb0c4f13%22	https://ptchr.nl/wp-content/themes/theme-pitcher/assets/fonts/pitcher.ttf	E:/Aravind/Pitcher/pitcher/ptchr.nl/wp-content/themes/theme-pitcher/assets/fonts/pitcher.ttf	(from https://ptchr.nl/wp-content/themes/theme-pitcher/assets/css/app.css?ver=4.9.4)
19:23:49	18062/18062	---M--	200	added ('OK')	image/svg+xml	etag:%22468e-56811eb0c4b2b%22	https://ptchr.nl/wp-content/themes/theme-pitcher/assets/fonts/pitcher.svg	E:/Aravind/Pitcher/pitcher/ptchr.nl/wp-content/themes/theme-pitcher/assets/fonts/pitcher.svg	(from https://ptchr.nl/wp-content/themes/theme-pitcher/assets/css/app.css?ver=4.9.4)
19:23:50	159/159	---M--	200	added ('OK')	image/png	etag:%229f-56811eb0e2f8c%22	https://ptchr.nl/wp-content/themes/theme-pitcher/assets/img/icons/sort.png	E:/Aravind/Pitcher/pitcher/ptchr.nl/wp-content/themes/theme-pitcher/assets/img/icons/sort.png	(from https://ptchr.nl/wp-content/themes/theme-pitcher/assets/css/app.css?ver=4.9.4)
19:23:50	811/811	---M--	200	added ('OK')	image/png	etag:%2232b-56811eb0e2f8c%22	https://ptchr.nl/wp-content/themes/theme-pitcher/assets/img/icons/search.png	E:/Aravind/Pitcher/pitcher/ptchr.nl/wp-content/themes/theme-pitcher/assets/img/icons/search.png	(from https://ptchr.nl/wp-content/themes/theme-pitcher/assets/css/app.css?ver=4.9.4)
19:23:50	476/476	---M--	200	added ('OK')	image/png	etag:%221dc-56811eb0e1fec%22	https://ptchr.nl/wp-content/themes/theme-pitcher/assets/img/icons/down.png	E:/Aravind/Pitcher/pitcher/ptchr.nl/wp-content/themes/theme-pitcher/assets/img/icons/down.png	(from https://ptchr.nl/wp-content/themes/theme-pitcher/assets/css/app.css?ver=4.9.4)
19:23:51	15828/15828	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2015%20May%202018%2013:53:51%20GMT	https://ptchr.nl/wp-content/themes/theme-pitcher/assets/img/logo.png	E:/Aravind/Pitcher/pitcher/ptchr.nl/wp-content/themes/theme-pitcher/assets/img/logo.png	(from https://ptchr.nl/wp-content/themes/theme-pitcher/assets/css/app.css?ver=4.9.4)
19:23:52	15828/15828	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2015%20May%202018%2013:53:52%20GMT	https://ptchr.nl/wp-content/themes/theme-pitcher/assets/img/logo@2x.png	E:/Aravind/Pitcher/pitcher/ptchr.nl/wp-content/themes/theme-pitcher/assets/img/logo@2x.png	(from https://ptchr.nl/wp-content/themes/theme-pitcher/assets/css/app.css?ver=4.9.4)
19:23:52	1471/1471	---M--	200	added ('OK')	image/png	etag:%225bf-56811eb0e1fec%22	https://ptchr.nl/wp-content/themes/theme-pitcher/assets/img/icons/circle_down.png	E:/Aravind/Pitcher/pitcher/ptchr.nl/wp-content/themes/theme-pitcher/assets/img/icons/circle_down.png	(from https://ptchr.nl/wp-content/themes/theme-pitcher/assets/css/app.css?ver=4.9.4)
19:23:53	2119/2119	---M--	200	added ('OK')	image/svg+xml	etag:%22847-56811eb0d8b7c%22	https://ptchr.nl/wp-content/themes/theme-pitcher/assets/img/cases/mailcampaigns/windmill-new.svg	E:/Aravind/Pitcher/pitcher/ptchr.nl/wp-content/themes/theme-pitcher/assets/img/cases/mailcampaigns/windmill-new.svg	(from https://ptchr.nl/wp-content/themes/theme-pitcher/assets/css/app.css?ver=4.9.4)
19:23:53	234994/234994	---M--	200	added ('OK')	image/svg+xml	etag:%22395f2-56811eb0d8794%22	https://ptchr.nl/wp-content/themes/theme-pitcher/assets/img/cases/mailcampaigns/illustration.svg	E:/Aravind/Pitcher/pitcher/ptchr.nl/wp-content/themes/theme-pitcher/assets/img/cases/mailcampaigns/illustration.svg	(from https://ptchr.nl/wp-content/themes/theme-pitcher/assets/css/app.css?ver=4.9.4)
19:23:54	1003/1003	---M--	200	added ('OK')	image/svg+xml	etag:%223eb-56811eb0da6d4%22	https://ptchr.nl/wp-content/themes/theme-pitcher/assets/img/cases/theaterspeeldoos/kartelrand.svg	E:/Aravind/Pitcher/pitcher/ptchr.nl/wp-content/themes/theme-pitcher/assets/img/cases/theaterspeeldoos/kartelrand.svg	(from https://ptchr.nl/wp-content/themes/theme-pitcher/assets/css/app.css?ver=4.9.4)
19:23:54	424/424	---M--	200	added ('OK')	image/png	etag:%221a8-56811eb0e2ba4%22	https://ptchr.nl/wp-content/themes/theme-pitcher/assets/img/icons/plus.png	E:/Aravind/Pitcher/pitcher/ptchr.nl/wp-content/themes/theme-pitcher/assets/img/icons/plus.png	(from https://ptchr.nl/wp-content/themes/theme-pitcher/assets/css/app.css?ver=4.9.4)
19:23:54	1116/1116	---M--	200	added ('OK')	image/svg+xml	etag:%2245c-56811eb0e181c%22	https://ptchr.nl/wp-content/themes/theme-pitcher/assets/img/icons/arrow_down_white.svg	E:/Aravind/Pitcher/pitcher/ptchr.nl/wp-content/themes/theme-pitcher/assets/img/icons/arrow_down_white.svg	(from https://ptchr.nl/wp-content/themes/theme-pitcher/assets/css/app.css?ver=4.9.4)
